Decile,Total_DL,Total_Data
5,494573694.0,539761879.0
7,711625105.0,746533930.0
6,593910923.0,645052167.0
6,572545684.0,609297671.0
6,575346709.0,613941381.0
7,651129051.0,684483625.0
5,461053182.0,500305760.0
9,817001440.0,850082513.0
0,114423969.0,157265470.0
7,643537158.0,681890971.0
5,508115930.0,551689296.0
2,273366425.0,322135642.0
9,819801923.0,881414352.0
1,114784574.0,158350724.0
4,414957140.0,440231006.0
6,571761252.0,633713454.0
8,751957130.0,773738400.0
4,424045760.0,456927759.0
0,114883424.0,139569624.0
2,249330956.0,296395349.0
2,257445597.0,298205112.0
8,781202749.0,814097284.0
3,328585888.0,392120063.0
7,639592473.0,669052924.0
7,631500974.0,682312554.0
2,200569248.0,243417774.0
1,109732978.0,161938698.0
9,871373487.0,894710641.0
7,676978809.0,730871129.0
7,679244182.0,716555079.0
2,259465481.0,298425852.0
0,78077995.0,114621540.0
7,686062425.0,712580329.0
3,368296183.0,405164553.0
7,626181444.0,667325611.0
6,618834856.0,648875841.0
8,759384342.0,779739451.0
0,86374921.0,117872666.0
8,718464538.0,761798519.0
2,219796048.0,263166370.0
4,405792722.0,450034432.0
6,573301067.0,596633423.0
2,291674700.0,317543660.0
0,69550581.0,122652249.0
3,293909673.0,347729665.0
5,500277485.0,515268402.0
6,607897111.0,645883014.0
9,870313785.0,922421743.0
6,610605409.0,639647083.0
1,223216597.0,236923250.0
1,127247350.0,168344744.0
2,255967579.0,297538857.0
3,304643553.0,328295022.0
8,800669982.0,826258475.0
0,102259753.0,137966352.0
6,610907522.0,647110844.0
6,551377572.0,584994971.0
1,181765992.0,242232385.0
0,81847792.0,110667307.0
9,855645957.0,918310418.0
4,384917151.0,439406010.0
0,47170128.0,80259719.0
2,247561408.0,289193887.0
9,814756418.0,851478353.0
4,425665741.0,457912298.0
6,604603754.0,637681944.0
9,808567919.0,855848127.0
7,644100679.0,695513616.0
3,296875702.0,346717734.0
3,305077720.0,345972153.0
5,462951756.0,519257639.0
0,64227612.0,98542959.0
4,420714047.0,451140893.0
6,580839972.0,640057274.0
6,586090633.0,619345006.0
9,882251652.0,913128925.0
7,645133675.0,688641497.0
1,187860709.0,232522815.0
8,748151298.0,799582107.0
0,96706725.0,132915966.0
6,595009718.0,642632093.0
4,375568716.0,417102126.0
2,251351305.0,286663073.0
7,678364435.0,714839753.0
0,75852722.0,119834576.0
3,357342954.0,391237890.0
5,515616213.0,572084690.0
8,734288462.0,760338870.0
9,860935267.0,896813891.0
5,532589896.0,577912605.0
8,768232430.0,803267664.0
2,221182323.0,276507507.0
3,373271587.0,409507496.0
4,408539250.0,439887420.0
6,604003993.0,625481254.0
7,710388959.0,739417819.0
4,417116458.0,456298241.0
8,717260781.0,774181453.0
5,480465676.0,505787833.0
3,380341509.0,408394638.0
2,238236779.0,286701759.0
0,94511178.0,149964261.0
0,126814203.0,153997578.0
0,38712535.0,82151176.0
1,175639421.0,195101885.0
7,628518101.0,677070432.0
5,487660595.0,528406374.0
7,670529115.0,712482371.0
1,180222929.0,199204534.0
4,387533944.0,443520917.0
1,165425475.0,183268363.0
8,702686480.0,753446312.0
5,499215036.0,535729413.0
5,455668783.0,504029886.0
8,719724186.0,758464525.0
6,562896314.0,590952204.0
0,107581328.0,127658346.0
7,676788743.0,712708491.0
6,542658877.0,594559490.0
0,38040634.0,90614734.0
5,496765373.0,558167307.0
9,824079684.0,856875781.0
9,774439812.0,845343079.0
7,661573726.0,697755124.0
3,296257959.0,345135369.0
7,626028776.0,679662909.0
0,28698568.0,84585067.0
5,503037389.0,556083769.0
4,383642405.0,418991822.0
8,762575919.0,810997102.0
2,236426187.0,295230340.0
4,410928144.0,442654698.0
0,47124154.0,102198485.0
8,774695049.0,818798247.0
6,622079453.0,663102476.0
7,675760229.0,712637064.0
1,214969284.0,237958592.0
3,338747226.0,396168164.0
1,132735909.0,173184282.0
7,680885356.0,736302402.0
1,197906582.0,239750700.0
4,412137820.0,456426855.0
9,843271868.0,866438841.0
5,506983024.0,536548380.0
3,318332452.0,339662363.0
1,163757614.0,199913107.0
8,774700888.0,802890053.0
9,779423536.0,842171353.0
1,152780055.0,189714427.0
4,376762612.0,421597168.0
7,700809912.0,743986224.0
4,425756393.0,475112936.0
2,246150900.0,269885291.0
6,551820586.0,614815500.0
7,638091642.0,696086458.0
7,636305920.0,687239224.0
4,432982828.0,472408001.0
3,350978676.0,391777174.0
1,109392741.0,164044076.0
8,735016258.0,797053510.0
3,341330841.0,368865500.0
0,84067152.0,121616706.0
2,217353647.0,263573847.0
6,608260208.0,654250808.0
7,678521933.0,733932675.0
0,74123628.0,116862698.0
4,416535651.0,446511426.0
4,391922789.0,417500124.0
0,43166156.0,73399697.0
4,434290071.0,488770300.0
7,620055682.0,675434644.0
8,737450827.0,764489863.0
9,824529352.0,868721134.0
0,53420871.0,81776307.0
4,439231476.0,455142171.0
2,262820505.0,312101781.0
4,430763467.0,482566011.0
8,703336278.0,754118601.0
8,790756858.0,832030691.0
4,379738918.0,424674539.0
5,463095461.0,501222713.0
2,242343820.0,306155715.0
4,432587501.0,482114038.0
3,300391296.0,346517283.0
7,653314385.0,696144558.0
1,171601537.0,226161632.0
7,634059441.0,669520149.0
4,444423662.0,485686195.0
4,394778082.0,420185163.0
0,122753800.0,149034793.0
8,749053322.0,769768094.0
4,393180891.0,458975303.0
2,212424798.0,264211076.0
1,183048172.0,219218633.0
8,729193322.0,777665630.0
7,719260979.0,747874127.0
1,204926362.0,231116067.0
2,253298040.0,286707162.0
0,123305751.0,149814498.0
1,173774532.0,205533167.0
0,58662121.0,94497363.0
3,292675509.0,338080410.0
7,634081205.0,676443416.0
1,179373902.0,218977252.0
5,469865162.0,527928497.0
7,697771447.0,740758122.0
4,438084393.0,495710600.0
8,741001546.0,795605443.0
1,117242245.0,162614281.0
5,452092920.0,506932950.0
0,47803293.0,75508792.0
5,483799108.0,529261623.0
2,221240608.0,266312819.0
8,790471830.0,823653031.0
2,271744471.0,308804656.0
2,248398127.0,284231180.0
0,65173784.0,102676259.0
1,164159214.0,201384410.0
3,305058267.0,341466922.0
2,220779817.0,274576150.0
2,245045168.0,279673101.0
5,494935939.0,542823486.0
3,370299775.0,407647692.0
1,152409419.0,198093357.0
1,153347869.0,175800064.0
0,114055488.0,152308606.0
1,154982796.0,174932959.0
2,271545589.0,307511490.0
1,184451597.0,231460668.0
8,746144957.0,782013414.0
4,416482872.0,447651825.0
2,271803925.0,317702950.0
4,430239842.0,460716444.0
2,228063007.0,280447310.0
2,245911958.0,287222634.0
2,241555406.0,289091703.0
4,475752076.0,497351212.0
0,35891624.0,82459882.0
1,198641067.0,229056387.0
7,615626009.0,666968822.0
9,864598517.0,898767811.0
8,741680634.0,798944467.0
3,281941513.0,334387892.0
8,728106632.0,776274421.0
9,853276233.0,891492605.0
1,124376510.0,184722725.0
9,853264902.0,889473875.0
7,603004041.0,665103795.0
0,84141343.0,118899386.0
4,398120710.0,449478579.0
0,60612931.0,111591694.0
7,688473526.0,717499703.0
3,351491768.0,380132041.0
0,34355631.0,71034890.0
5,456349252.0,508631151.0
6,544996687.0,585766900.0
0,71794202.0,115091960.0
2,191259625.0,251787219.0
5,524885887.0,564408206.0
4,410305795.0,453665296.0
0,41765776.0,72642931.0
2,252812187.0,291574904.0
1,162214378.0,213254953.0
9,820058886.0,853979173.0
3,370336518.0,389113968.0
3,293368468.0,342493455.0
2,226681131.0,265541267.0
5,513800882.0,566473574.0
0,71828333.0,126567901.0
0,50877716.0,103831556.0
4,414894630.0,448339064.0
1,177176509.0,209520511.0
6,537212601.0,581573740.0
3,352497575.0,394325338.0
3,325491739.0,363414699.0
7,704122739.0,744061737.0
7,636763441.0,701483421.0
3,280829446.0,329814408.0
5,495498111.0,539797680.0
9,847570423.0,893248818.0
1,154399998.0,192775283.0
5,499495691.0,535769259.0
6,594241353.0,641625687.0
3,336042841.0,375455437.0
5,468895889.0,505648078.0
5,473397280.0,507694030.0
8,785897422.0,823837896.0
0,93870429.0,133446242.0
8,756882034.0,784311557.0
3,333036112.0,364526218.0
2,263422378.0,315384967.0
8,745878671.0,786196821.0
0,53894464.0,86963740.0
3,344090320.0,381775303.0
0,39184805.0,98974134.0
5,460002806.0,506556222.0
1,198678396.0,228599620.0
0,64088863.0,111051612.0
8,781863022.0,811481021.0
2,227374116.0,250008024.0
1,152616391.0,214418826.0
6,591931775.0,616948202.0
5,501248469.0,554741230.0
6,584291175.0,628601078.0
3,294846977.0,333216092.0
2,247341251.0,290857289.0
4,441456891.0,462895077.0
8,730614950.0,766020622.0
6,555791027.0,592470383.0
4,391293230.0,437593892.0
4,448287516.0,490814438.0
4,401661732.0,437793045.0
5,481032525.0,532252220.0
5,463473595.0,515341085.0
5,451406944.0,498568308.0
0,35260481.0,78088046.0
0,35084011.0,55115584.0
2,229985341.0,265571344.0
5,484751039.0,516747445.0
9,876231299.0,911106027.0
8,722793161.0,768230308.0
0,58076331.0,93777616.0
4,443983243.0,496706278.0
2,241362555.0,268572725.0
0,64570053.0,94401347.0
5,528691404.0,554958278.0
0,27085908.0,76218920.0
6,545297897.0,589305145.0
8,769203860.0,819121313.0
0,47408959.0,76735794.0
3,342592372.0,405114380.0
0,38478171.0,64710594.0
9,809006197.0,859836306.0
8,768311057.0,808939932.0
6,608177320.0,650467079.0
3,364433348.0,401163797.0
7,708961272.0,743599603.0
6,610108537.0,651967054.0
5,528620360.0,543778988.0
7,649834705.0,685963686.0
5,507616030.0,552390827.0
0,88596758.0,141615417.0
2,223634146.0,257066393.0
0,46720551.0,107135899.0
5,466325827.0,518268348.0
4,405292227.0,439556736.0
3,332031936.0,371112837.0
2,235493837.0,264319093.0
7,674145609.0,720896532.0
3,292105893.0,336371814.0
1,199344315.0,241267559.0
5,545353282.0,569279219.0
4,435160440.0,471675865.0
9,847953091.0,909027386.0
2,252072426.0,278415960.0
8,696831122.0,752374518.0
9,830912886.0,859520382.0
5,543297110.0,572373082.0
8,729451789.0,756002100.0
4,367255289.0,414698849.0
9,804066873.0,833536994.0
9,797849280.0,840460196.0
4,412386776.0,431290701.0
9,853309831.0,883449850.0
2,226167668.0,274797345.0
0,126248445.0,153234356.0
4,433275828.0,460333821.0
9,829192356.0,883999739.0
0,63089428.0,115837093.0
1,186192381.0,234464850.0
2,216993390.0,252900726.0
9,783079772.0,834701035.0
1,151529850.0,181732987.0
0,46270061.0,100384501.0
9,829305508.0,870260849.0
4,427912423.0,470123344.0
1,131774595.0,194221005.0
6,559425618.0,602791226.0
8,778655477.0,811443590.0
0,47708439.0,80247863.0
0,93836011.0,131131522.0
5,510307680.0,552714887.0
5,439786350.0,499993509.0
1,165234227.0,221341106.0
5,503572787.0,541054729.0
9,825714030.0,868053774.0
3,314032149.0,367127426.0
0,39231094.0,72751755.0
8,726408437.0,786749943.0
4,400936544.0,444656690.0
7,706152845.0,750046223.0
0,27474256.0,68435445.0
7,679694114.0,729352262.0
2,208404421.0,246632286.0
0,39218428.0,71599257.0
6,577119734.0,629576087.0
1,143805325.0,172424029.0
5,468468715.0,523876030.0
6,625013612.0,659635008.0
8,754492175.0,786957255.0
5,511805663.0,536316367.0
5,446600593.0,508539260.0
9,873490905.0,920321702.0
2,208270609.0,248869462.0
5,485528798.0,510047753.0
4,401758552.0,418788001.0
8,693729933.0,756953341.0
3,289349922.0,339842769.0
4,415230580.0,453712765.0
0,93467693.0,132200911.0
4,395752206.0,452624978.0
9,802802081.0,861176201.0
1,123979418.0,169307446.0
2,268216129.0,310079743.0
6,540204625.0,593839856.0
2,271753683.0,299581383.0
8,754197185.0,798149500.0
0,110482182.0,150659538.0
8,712124133.0,770130760.0
4,453979936.0,484917984.0
8,716066993.0,757237317.0
5,482626976.0,512132059.0
9,843292748.0,868425151.0
2,280435917.0,304684993.0
5,483810680.0,521089479.0
4,370505282.0,434779491.0
4,410907730.0,441577817.0
9,812567816.0,865244206.0
8,724958720.0,757760228.0
1,137244525.0,203342683.0
1,130446301.0,186476488.0
9,809047060.0,838356683.0
0,101395446.0,153973029.0
2,252201090.0,288343070.0
3,345597440.0,380062418.0
1,176022475.0,198348167.0
7,691301179.0,731649592.0
4,389417908.0,431533971.0
9,818532761.0,845956139.0
2,225931033.0,278027444.0
2,269942458.0,314818881.0
6,538251052.0,586637264.0
3,378456794.0,409031086.0
3,276221220.0,331685731.0
2,290039305.0,321478578.0
5,468158366.0,512587670.0
1,219099503.0,232175636.0
0,102523595.0,134042449.0
0,28724256.0,56779010.0
4,410528866.0,451038868.0
8,761456294.0,800364671.0
6,546681264.0,593327097.0
2,267788359.0,309810935.0
7,644822007.0,677159576.0
1,173792574.0,219202549.0
4,418846211.0,461114644.0
6,551654990.0,587691513.0
5,498651208.0,526675534.0
2,228333389.0,255058920.0
9,807498778.0,842199284.0
5,500773964.0,525525628.0
6,579305267.0,612305773.0
8,728554896.0,756804060.0
5,525338730.0,557328922.0
4,411378181.0,444181629.0
8,707200299.0,766316892.0
4,398660380.0,464968696.0
7,682667006.0,732248980.0
7,638610115.0,685966555.0
6,542850934.0,592422551.0
9,856477582.0,876613561.0
1,174967058.0,210141972.0
4,441427561.0,476774787.0
5,533333559.0,562257566.0
3,356594664.0,403973101.0
9,871300265.0,916289691.0
5,467019265.0,517153162.0
0,33034248.0,54038559.0
1,134316371.0,167123567.0
7,674682434.0,723991047.0
5,506048724.0,564334594.0
5,549036936.0,577339870.0
9,810886348.0,847014887.0
1,131422808.0,163354636.0
4,371502396.0,434413915.0
5,531335818.0,580739766.0
5,511740115.0,561075685.0
2,236098152.0,303922019.0
5,484423993.0,512461496.0
3,282196283.0,327029829.0
5,505889136.0,545273524.0
7,683028644.0,717257847.0
3,370835520.0,401183751.0
4,411188794.0,471357085.0
0,116920164.0,152188970.0
3,328171541.0,360011945.0
2,260544991.0,310662685.0
7,628279169.0,672493991.0
9,857356697.0,891228464.0
1,196362448.0,241809036.0
4,357732273.0,421465018.0
4,415173896.0,470779749.0
9,858042512.0,906963051.0
1,114505291.0,162496411.0
9,802751482.0,856628935.0
9,803899489.0,853903088.0
0,24438511.0,60894360.0
8,784235446.0,818770132.0
3,277749996.0,327874305.0
8,716464661.0,751142306.0
3,355749188.0,396077229.0
0,49187158.0,78182065.0
2,285127118.0,302714755.0
2,273773751.0,318037175.0
7,624861244.0,666354416.0
6,556545179.0,595585638.0
9,773771018.0,834533706.0
8,717000379.0,780632035.0
0,32324685.0,74692378.0
1,175115134.0,220525603.0
2,275035616.0,318449495.0
1,117150611.0,167751385.0
0,57405474.0,109034948.0
4,390495112.0,434988986.0
0,51291867.0,73955204.0
1,157485387.0,202286256.0
4,444050378.0,482624469.0
4,434773254.0,479267395.0
9,874507967.0,891284790.0
1,162574200.0,193466912.0
5,495810385.0,515105855.0
1,129309425.0,174294413.0
0,60679417.0,101739610.0
7,699693673.0,723196691.0
6,615744403.0,650270846.0
6,625464844.0,658027995.0
5,530580751.0,554114009.0
0,106352819.0,151909480.0
8,705167373.0,750642142.0
9,793375725.0,836685262.0
6,565347237.0,601461717.0
1,186612484.0,222663569.0
6,581617889.0,608280314.0
4,422559046.0,460264855.0
9,836680724.0,866538707.0
3,340181756.0,371652586.0
6,583331502.0,617938406.0
3,297709216.0,334527614.0
5,509164796.0,528423074.0
8,796617387.0,833006348.0
8,769073548.0,814426723.0
0,91307879.0,123369122.0
4,381084366.0,435296214.0
6,586364900.0,618819613.0
2,215779070.0,261957129.0
5,480445836.0,499396011.0
0,78146177.0,124870762.0
5,478650477.0,512684648.0
6,541942016.0,584379250.0
0,55902365.0,75939239.0
5,515734127.0,532790344.0
0,121984543.0,143027494.0
8,740810681.0,768453373.0
7,657764276.0,676553702.0
5,552834185.0,581041020.0
0,50779855.0,89029851.0
2,216521755.0,248529949.0
0,121246790.0,157449069.0
2,225381432.0,262221503.0
3,331683894.0,400852399.0
9,803672237.0,840200199.0
0,81084541.0,102286668.0
1,150619536.0,177854756.0
9,812652692.0,854527733.0
9,828671783.0,888013952.0
7,674246992.0,702537115.0
3,367194310.0,410643942.0
5,536255454.0,563882370.0
7,652429501.0,700133114.0
8,782792873.0,810905488.0
0,63646343.0,109803117.0
2,223584558.0,270129791.0
8,772043097.0,801987704.0
3,356626553.0,402652599.0
3,370998181.0,405567139.0
6,551328251.0,586555685.0
7,670130655.0,710006567.0
4,439734594.0,470061489.0
6,547951547.0,591156585.0
8,754035990.0,788888707.0
1,141335661.0,199615689.0
7,679514061.0,734012301.0
1,156919162.0,193988531.0
3,310581040.0,357450556.0
2,274553912.0,322756261.0
5,536705197.0,579483659.0
1,179413066.0,214378062.0
8,739042580.0,792042523.0
3,374996766.0,399763974.0
0,65630837.0,132659320.0
3,315616634.0,345574646.0
8,730294117.0,774073250.0
3,294492514.0,333319456.0
6,609385330.0,644810381.0
3,315240816.0,341639556.0
1,159456769.0,206137881.0
7,659571116.0,686852320.0
1,157277739.0,206598821.0
3,361411740.0,396419845.0
3,334498239.0,371268328.0
1,121505306.0,169422144.0
3,347151778.0,395167914.0
3,328790328.0,370840112.0
4,419768362.0,476063401.0
7,645603386.0,680924354.0
7,690084292.0,735307335.0
9,846065264.0,880672656.0
6,530012908.0,589558665.0
3,344319732.0,377002487.0
7,658877059.0,690246309.0
0,60900077.0,106868663.0
9,802598851.0,844971068.0
1,121062540.0,169696997.0
6,613621104.0,656623062.0
3,324928417.0,374536937.0
4,414736310.0,468933148.0
1,172226450.0,225732525.0
5,503331244.0,529789686.0
3,295901425.0,347060942.0
4,454890896.0,479165858.0
7,608095653.0,664830912.0
4,422389662.0,467210009.0
8,720022687.0,766041776.0
9,847510209.0,882260330.0
2,262931743.0,307285328.0
4,425031132.0,470039241.0
7,660512155.0,698954635.0
9,818440801.0,836660256.0
0,91858812.0,124800066.0
1,151045311.0,176161575.0
7,661491030.0,701971534.0
7,664588850.0,704151223.0
7,691400488.0,741611033.0
6,620305522.0,657376356.0
0,48497999.0,75251228.0
9,824317966.0,855918913.0
1,193409203.0,238086748.0
1,167976177.0,227422179.0
9,812302305.0,842479560.0
8,784598590.0,820875824.0
9,860154417.0,889575147.0
7,690879990.0,736552233.0
8,745953823.0,784241784.0
6,609933721.0,657246686.0
1,140346010.0,168671916.0
2,260517252.0,313530963.0
2,244031249.0,302141663.0
7,637055903.0,669435841.0
0,72766620.0,121549541.0
4,378624461.0,421889478.0
1,177911920.0,222361900.0
0,57202109.0,97046382.0
9,810224808.0,836201036.0
0,96698734.0,127350009.0
5,512388108.0,542254608.0
8,757583872.0,806658762.0
0,76956546.0,131035400.0
4,432330692.0,463989876.0
9,823716338.0,875399100.0
2,221103538.0,262361103.0
6,606869637.0,640216995.0
9,845887136.0,890637091.0
0,69228876.0,126882048.0
4,458308856.0,489672489.0
9,798741119.0,844090435.0
8,785606002.0,830994612.0
9,820793763.0,855380637.0
0,47345039.0,82601126.0
9,867488742.0,917850363.0
5,461529116.0,506347797.0
9,836544723.0,876722061.0
7,636275781.0,675144595.0
4,402324810.0,469209364.0
0,61040621.0,91532010.0
4,387004172.0,434951587.0
6,608038930.0,648696331.0
4,396405553.0,453406024.0
3,372152373.0,408848475.0
4,429017200.0,482880473.0
1,186814055.0,225620631.0
6,584619147.0,617028677.0
3,293518906.0,343344988.0
3,372356909.0,402598084.0
1,118978713.0,160965173.0
2,232641053.0,284537426.0
7,634118807.0,673863500.0
7,710534079.0,733298205.0
5,479105596.0,531314036.0
7,660437000.0,701122515.0
1,129972204.0,172224377.0
8,719566957.0,784445504.0
9,831374122.0,870162277.0
7,646132773.0,708015971.0
6,588280123.0,626032351.0
2,231138165.0,253865418.0
6,556933214.0,605550731.0
3,337610108.0,372634955.0
4,409048034.0,451527665.0
0,63257808.0,97138740.0
7,645997181.0,686947798.0
9,854314275.0,890409534.0
6,593678134.0,645952511.0
5,523941515.0,564611284.0
9,811567372.0,847798959.0
4,393344409.0,436998696.0
4,411796160.0,471010885.0
8,798111800.0,830733493.0
1,137025320.0,169604883.0
4,436646287.0,466363631.0
2,269748319.0,296017321.0
8,742799771.0,778836695.0
3,347605825.0,390448887.0
7,626059473.0,682760298.0
1,177024885.0,222441060.0
3,333000400.0,373936279.0
2,216769247.0,264894079.0
0,69698446.0,127922619.0
3,324873338.0,355070932.0
6,563320670.0,612402850.0
1,132107146.0,181910855.0
8,701465621.0,755846217.0
2,254466610.0,291136739.0
6,589634993.0,631628203.0
5,507944560.0,545299076.0
0,45716971.0,77115822.0
3,327716785.0,378687608.0
9,871760855.0,902227216.0
3,288016637.0,331115790.0
2,259375902.0,289901080.0
6,573414170.0,604979091.0
2,266649053.0,292424542.0
6,547438230.0,583122063.0
3,301902439.0,354950886.0
3,308808670.0,342151178.0
7,659245233.0,697921462.0
7,664972504.0,689186472.0
9,851732028.0,895010221.0
1,164670014.0,184889342.0
3,298785197.0,349891735.0
2,251603007.0,287809357.0
5,531490622.0,578225141.0
1,111669903.0,171528694.0
3,348542744.0,397052020.0
8,780475901.0,816867381.0
2,290260751.0,313408418.0
3,334976943.0,364381355.0
0,49488723.0,90196711.0
4,406971316.0,465510398.0
6,569456064.0,602015339.0
6,585894964.0,626031040.0
6,557457270.0,609278124.0
5,450982516.0,515910648.0
9,850298874.0,890944584.0
9,800035651.0,850870382.0
4,374228793.0,419545078.0
7,645925129.0,694300451.0
0,95833182.0,131558420.0
8,741356236.0,777973995.0
2,268062649.0,315281144.0
9,802797218.0,843143209.0
2,249850790.0,295981806.0
3,304354292.0,348337378.0
0,33784944.0,55399749.0
5,537176481.0,570351587.0
8,721734494.0,763666164.0
9,810677961.0,857656586.0
9,821212352.0,853097339.0
6,553095235.0,602686275.0
5,448839863.0,515918909.0
5,473875791.0,504954393.0
6,561964588.0,593214884.0
7,620706629.0,671925210.0
5,525774300.0,555786629.0
8,747283845.0,794845658.0
6,623777706.0,661188103.0
0,103252295.0,152146305.0
9,812060346.0,857170034.0
2,281238992.0,319979813.0
8,711521030.0,752589532.0
6,610932429.0,644651934.0
4,385836374.0,439629287.0
5,511437335.0,540374449.0
6,590541131.0,644297068.0
2,257127903.0,323479572.0
8,713320044.0,754767043.0
2,204186086.0,244316235.0
2,259149441.0,307759040.0
6,615470089.0,642459592.0
9,850093952.0,902441458.0
2,256990124.0,290384457.0
4,417478143.0,461256585.0
6,564450958.0,596738489.0
0,81219315.0,111560065.0
9,822054721.0,876966135.0
2,254277474.0,301435266.0
6,551567698.0,597968081.0
2,245565523.0,284114416.0
6,595438757.0,642080534.0
6,581846113.0,624028794.0
9,850893529.0,891123819.0
8,723790985.0,760630541.0
0,85695795.0,122347534.0
9,846483697.0,896066272.0
4,394612731.0,453944239.0
2,244614869.0,269434726.0
6,576337873.0,605087274.0
5,499781638.0,536602139.0
3,269344903.0,326072955.0
9,790276663.0,847172409.0
8,745679147.0,791264252.0
2,249109940.0,273069752.0
5,465616902.0,517591577.0
4,402672446.0,450543827.0
2,210403667.0,249249066.0
0,112068784.0,152311852.0
1,160210693.0,196625401.0
3,364748207.0,392789565.0
8,751690768.0,792987251.0
7,629750046.0,680009277.0
4,433361256.0,462500754.0
9,803376991.0,839645114.0
9,829728219.0,869924664.0
1,169831211.0,205424698.0
1,209124539.0,241480984.0
0,62631536.0,106295789.0
7,611127249.0,672255582.0
2,265101250.0,314372647.0
7,691886650.0,737206799.0
3,323750485.0,350000052.0
4,373379304.0,415963080.0
0,74105939.0,108406222.0
6,601321396.0,652108616.0
5,500980090.0,552504891.0
4,397984785.0,441571066.0
3,321113388.0,365459866.0
1,145216387.0,191959098.0
5,514234054.0,562106365.0
0,111636875.0,151101854.0
6,600909000.0,654351490.0
7,631855359.0,669762506.0
8,748153557.0,773757786.0
4,398010701.0,425112772.0
7,622394248.0,669814358.0
0,110685905.0,151712630.0
4,459150534.0,489702993.0
0,37833319.0,80182095.0
6,603996630.0,621194724.0
5,531667971.0,567982254.0
5,522731455.0,561584754.0
1,124813144.0,181078244.0
9,855824854.0,885839514.0
4,411862898.0,460663591.0
8,735082908.0,780515443.0
6,585570337.0,606862302.0
7,664365827.0,708375776.0
1,169891875.0,211959910.0
4,425192704.0,487545244.0
2,253447419.0,298362568.0
8,774945936.0,808703636.0
8,776567992.0,824058543.0
7,652101588.0,698837914.0
3,379993771.0,399144369.0
2,276608833.0,318597290.0
4,423462483.0,465277608.0
0,38578342.0,84777897.0
5,477309245.0,526208093.0
9,874396975.0,903757371.0
7,663127492.0,698582651.0
2,253328862.0,287721285.0
6,575901859.0,614139517.0
5,468836761.0,506752615.0
8,734982241.0,784688778.0
0,125985369.0,139399547.0
8,712408290.0,766709060.0
2,209401028.0,254610868.0
4,457074489.0,495238544.0
7,670199415.0,710028847.0
6,581319542.0,618602151.0
4,387987386.0,439874517.0
8,764968784.0,802197408.0
3,350000374.0,384954610.0
2,207586180.0,258124195.0
5,498864457.0,546792713.0
3,337531004.0,381283474.0
6,533949747.0,586934285.0
7,727559550.0,748609988.0
0,116690984.0,152676312.0
0,96344608.0,150319233.0
9,875623580.0,913696105.0
9,823210096.0,854764949.0
1,144699427.0,174349166.0
2,216087937.0,251660639.0
4,408784361.0,457051105.0
4,424433213.0,471648489.0
1,165574702.0,194337405.0
0,50895805.0,87604151.0
4,471260910.0,487370282.0
4,396773839.0,436503825.0
1,179824463.0,213756878.0
2,251868333.0,287974706.0
2,278683946.0,309845032.0
0,92118439.0,125408513.0
1,148954360.0,184218973.0
4,413992355.0,455692289.0
5,551925607.0,574649735.0
5,490700161.0,531048527.0
7,658815913.0,730099015.0
5,499032090.0,530974939.0
0,35844643.0,80947318.0
2,226940603.0,254396798.0
0,85349347.0,127477331.0
6,621339414.0,643647273.0
6,627682353.0,652658226.0
7,653297846.0,708832014.0
4,378282611.0,411675896.0
7,659920614.0,695537910.0
1,173594286.0,202788699.0
7,665474385.0,681656893.0
4,367017572.0,426828134.0
2,221664288.0,264490195.0
8,730383645.0,772912784.0
3,343079852.0,374131781.0
9,827572173.0,892666076.0
4,393706462.0,438725331.0
2,276333244.0,299618163.0
4,400813483.0,434907053.0
5,544808121.0,578030193.0
0,90547773.0,136891904.0
1,134532183.0,202814582.0
9,859080570.0,904787479.0
4,406790658.0,463095977.0
9,871593646.0,889406054.0
1,169974628.0,219240011.0
3,303709173.0,346030310.0
8,717306828.0,752839965.0
4,397136299.0,450421974.0
5,467672234.0,510961493.0
3,283033940.0,330246908.0
2,283233170.0,307937459.0
4,399755577.0,454833688.0
3,329589330.0,377487204.0
2,229013648.0,272982023.0
9,856792137.0,913125540.0
8,782049054.0,817972548.0
5,468099511.0,514861607.0
1,120419748.0,157632118.0
4,442485480.0,479070054.0
0,73484153.0,125330009.0
0,75241216.0,114788213.0
3,364500952.0,390306152.0
6,590908391.0,635518697.0
1,176912739.0,202692607.0
3,307678107.0,336220294.0
3,370849383.0,388176435.0
2,266646799.0,325101768.0
2,211546552.0,253974213.0
4,412127546.0,462410387.0
2,252485090.0,288689546.0
2,258204013.0,290963691.0
8,754423124.0,779525057.0
5,469181667.0,511765223.0
8,760693263.0,803365894.0
3,349019492.0,406893585.0
2,245297596.0,295630426.0
9,877976195.0,934084917.0
6,576980540.0,609473139.0
3,357551625.0,377569092.0
8,792105732.0,831925962.0
8,748228187.0,801897868.0
7,622780141.0,666818966.0
2,221595532.0,264989253.0
0,83518858.0,111468154.0
7,708215857.0,736220740.0
4,359251636.0,413320956.0
2,275779779.0,313490206.0
0,101711458.0,140606475.0
3,299147517.0,336973364.0
2,244096991.0,259800412.0
8,737727155.0,758084440.0
6,630472571.0,648528628.0
0,60631218.0,116470941.0
2,199043181.0,244687716.0
9,869388659.0,906284504.0
4,423061715.0,462224122.0
0,55781692.0,96524875.0
9,796074492.0,846060089.0
3,305761889.0,333777270.0
1,201640895.0,233850405.0
